Vitel Mobile Inc,,,,,,,,,,,,,,,,
Inventory Valuation Summary,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
,Part #,Description,,,Asset Account,,,,,Qty,, ,,Unit Cost,Asset Value,
,SP HY E435BCGD,HYUNDAI E435 BACK COVER GOLD,,,Default,,,,,191,,ea,,$ 1.00,$ 191.00,
,SP HY E435BCWH,HYUNDAI E435 BACK COVER WHITE,,,Default,,,,,94,,ea,,$ 1.00,$ 94.00,
,SP HY E435FP,HYUNDAI E435 FLEX POWER,,,Default,,,,,175,,ea,,$ 0.10,$ 17.50,
,SP HY E435GSS,HYUNDAI E435 GIFT SEAL STICKER,,,Default,,,,,"24,080",,ea,,$ 0.01,$ 240.80,
,SP HY E435LCDAS,HYUNDAI E435 LCD ASSEMBLY,,,Default,,,,,593,,ea,,$ 4.56,"$ 2,705.20",
,SP HY E435LTFP,HYUNDAI E435 LITE FLEX POWER,,,Default,,,,,92,,ea,,$ 0.13,$ 11.96,
,SP HY E435LTPCBA,HYUNDAI E435 LITE PCBA,,,Default,,,,,10,,ea,,$ 17.60,$ 176.00,
,SP HY E435LTTPBK,HYUNDAI E435 LITE TP BLACK,,,Default,,,,,106,,ea,,$ 2.36,$ 250.16,
,SP HY E435MB,HYUNDAI E435 MAIN BOARD,,,Default,,,,,412,,ea,,$ 21.00,"$ 8,652.00",
,SP HY E435MIC,HYUNDAI E435 MICROPHONE,,,Default,,,,,27,,ea,,$ 0.08,$ 2.16,
,SP HY E435PCBA,HYUNDAI E435 PCBA,,,Default,,,,,55,,ea,,$ 17.00,$ 935.00,
,SP HY E435PLANTBK,HYUNDAI E435 PLUS ANTENNA ASSEMBLY BLACK,,,Default,,,,,183,,ea,,$ 0.88,$ 161.50,
,SP HY E435PLANTWH,HYUNDAI E435 PLUS ANTENNA ASSEMBLY WHITE,,,Default,,,,,90,,ea,,$ 0.88,$ 79.05,
,SP HY E435PLAWLB(PCBA),HYUNDAI E435 PLUS ANTI-WATER LABEL (PCBA),,,Default,,,,,300,,ea,,$ 0.01,$ 3.10,
,SP HY E435PLBAT,HYUNDAI E435 PLUS BATTERY,,,Default,,,,,26,,ea,,$ 2.29,$ 59.44,
,SP HY E435PLBATCVBK,HYUNDAI E435 PLUS BATTERY COVER BLACK,,,Default,,,,,162,,ea,,$ 0.54,$ 87.88,
,SP HY E435PLBATCVWH,HYUNDAI E435 PLUS BATTERY COVER WHITE,,,Default,,,,,90,,ea,,$ 0.54,$ 48.36,
,SP HY E435PLBBCV,HYUNDAI E435 PLUS BATTERY BOTTOM COVER,,,Default,,,,,100,,ea,,$ 0.16,$ 16.00,
,SP HY E435PLBHLB,HYUNDAI E435 PLUS BOTTOM HOUSING LABLE FOR HANDSET LABEL,,,Default,,,,,500,,ea,,$ 0.16,$ 80.30,
,SP HY E435PLFC,HYUNDAI E435 PLUS FRONT CAMERA,,,Default,,,,,170,,ea,,$ 0.53,$ 90.10,
,SP HY E435PLFHBK,HYUNDAI E435 PLUS FRONT HOUSING BLACK,,,Default,,,,,208,,ea,,$ 0.24,$ 49.43,
,SP HY E435PLFHWH,HYUNDAI E435 PLUS FRONT HOUSING WHITE,,,Default,,,,,88,,ea,,$ 0.24,$ 20.91,
,SP HY E435PLFPCSK,HYUNDAI E435 PLUS FPC SIDE KEY,,,Default,,,,,240,,ea,,$ 0.14,$ 34.58,
,SP HY E435PLLCD,HYUNDAI E435 PLUS LCD ASSEMBLY,,,Default,,,,,150,,ea,,$ 4.78,$ 717.00,
,SP HY E435PLLCDCDFB,HYUNDAI E435 PLUS LCD CONDUCTIVE FACBRIC,,,Default,,,,,"1,200",,ea,,$ 0.01,$ 6.00,
,SP HY E435PLLCDCDFM,HYUNDAI E435 PLUS LCD CONDUCTIVE FOAM (GND),,,Default,,,,,300,,ea,,$ 0.01,$ 1.86,
,SP HY E435PLLCDCFB(FPC),HYUNDAI E435 PLUS LCD CONDUCTIVE FABRIC (FPC),,,Default,,,,,100,,ea,,$ 0.01,$ 0.55,
,SP HY E435PLMIC,HYUNDAI E435 PLUS MICROPHONE,,,Default,,,,,298,,ea,,$ 0.06,$ 16.69,
,SP HY E435PLPCM,HYUNDAI E435 PLUS PRIMARY CAMERA (2.0MP),,,Default,,,,,48,,ea,,$ 0.62,$ 29.76,
,SP HY E435PLPCPLN,HYUNDAI E435 PLUS PRIMARY CAMERA PROTECT LENS,,,Default,,,,,300,,ea,,$ 0.17,$ 49.60,
,SP HY E435PLPKBK,HYUNDAI E435 PLUS POWER KEY BUTTON BLACK,,,Default,,,,,210,,ea,,$ 0.03,$ 6.51,
,SP HY E435PLPKBWH,HYUNDAI E435 PLUS POWER KEY BUTTON WHITE,,,Default,,,,,90,,ea,,$ 0.03,$ 2.79,
,SP HY E435PLRCV,HYUNDAI E435 PLUS RECEIVER,,,Default,,,,,268,,ea,,$ 0.10,$ 27.64,
,SP HY E435PLSCM,HYUNDAI E435 PLUS SECONDARY CAMERA,,,Default,,,,,46,,ea,,$ 0.34,$ 15.64,
,SP HY E435PLSCW(RH),HYUNDAI E435 PLUS SCREW (ROUND HEAD),,,Default,,,,,"1,800",,ea,,$ 0.00,$ 1.86,
,SP HY E435PLSCWLB,HYUNDAI E435 PLUS SCREW LABEL,,,Default,,,,,300,,ea,,$ 0.00,$ 0.77,
,SP HY E435PLSPK,HYUNDAI E435 PLUS SPEAKER,,,Default,,,,,150,,ea,,$ 0.26,$ 38.62,
,SP HY E435PLSPKCDFM,HYUNDAI E435 PLUS SPEAKER CONDUCTIVE FOAM (GND),,,Default,,,,,300,,ea,,$ 0.01,$ 2.02,
,SP HY E435PLTP,HYUNDAI E435 PLUS TP,,,Default,,,,,180,,ea,,$ 2.47,$ 444.60,
,SP HY E435PLVIB,HYUNDAI E435 PLUS VIBRATOR,,,Default,,,,,298,,ea,,$ 0.24,$ 70.22,
,SP HY E435PLVLBBK,HYUNDAI E435 PLUS VOLUME BUTTON BLACK,,,Default,,,,,210,,ea,,$ 0.02,$ 4.43,
,SP HY E435PLVLBWH,HYUNDAI E435 PLUS VOLUME BUTTON WHITE,,,Default,,,,,90,,ea,,$ 0.03,$ 2.79,
,SP HY E435RCV,HYUNDAI E435 RECEIVER,,,Default,,,,,157,,ea,,$ 0.14,$ 21.98,
,SP HY E435SBPCBA,HYUNDAI E435 SUB PCBA,,,Default,,,,,435,,ea,,$ 0.80,$ 348.00,
,SP HY E435TPBK,HYUNDAI E435 TP BLACK,,,Default,,,,,1,,ea,,$ 3.39,$ 3.39,
,SP HY E435TPBL,HYUNDAI E435 TP BLUE,,,Default,,,,,24,,ea,,$ 3.00,$ 72.00,
,SP HY E435TPGD,HYUNDAI E435 TP GOLD,,,Default,,,,,17,,ea,,$ 3.33,$ 56.59,
,SP HY E435VB,HYUNDAI E435 VIBRATOR,,,Default,,,,,218,,ea,,$ 0.32,$ 69.76,
,SP HY E435WBGANT,HYUNDAI E435 WIFI/BT/GPS ANTENNA,,,Default,,,,,180,,ea,,$ 0.15,$ 27.00,
,SP HY E465GOANTRHBK,HYUNDAI E465GO GSM/WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY BLACK,,,Default,,,,,350,,ea,,$ 0.81,$ 285.18,
,SP HY E465GOANTRHBL,HYUNDAI E465GO GSM/WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY BLUE,,,Default,,,,,150,,ea,,$ 0.81,$ 122.22,
,SP HY E465GOANTRHGD,HYUNDAI E465GO GSM/WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY GOLD,,,Default,,,,,300,,ea,,$ 0.81,$ 244.44,
,SP HY E465GOANTRHWH,HYUNDAI E465GO GSM/WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY WHITE,,,Default,,,,,200,,ea,,$ 0.81,$ 162.96,
,SP HY E465GOAWLB,HYUNDAI E465GO ANTI-WATER LABEL (PCBA),,,Default,,,,,"1,000",,ea,,$ 0.05,$ 50.00,
,SP HY E465GOBAT,HYUNDAI E465GO BATTERY,,,Default,,,,,149,,ea,,$ 1.32,$ 196.68,
,SP HY E465GOBCBK,HYUNDAI E465GO BATTERY COVER BLACK,,,Default,,,,,350,,ea,,$ 0.32,$ 112.00,
,SP HY E465GOBCBL,HYUNDAI E465GO BATTERY COVER BLUE,,,Default,,,,,150,,ea,,$ 0.65,$ 97.50,
,SP HY E465GOBCF,HYUNDAI E465GO BATTERY CABINET FOAM,,,Default,,,,,"1,000",,ea,,$ 0.05,$ 50.00,
,SP HY E465GOBCGD,HYUNDAI E465GO BATTERY COVER GOLD,,,Default,,,,,300,,ea,,$ 0.65,$ 195.00,
,SP HY E465GOBCST,HYUNDAI E465GO BATTERY CABINET STIKER,,,Default,,,,,"1,000",,ea,,$ 0.05,$ 50.00,
,SP HY E465GOBCWH,HYUNDAI E465GO BATTERY COVER WHITE,,,Default,,,,,200,,ea,,$ 0.32,$ 64.00,
,SP HY E465GOFC,HYUNDAI E465GO FRONT CAMERA,,,Default,,,,,935,,ea,,$ 0.62,$ 579.70,
,SP HY E465GOFPC,HYUNDAI E465GO FPC,,,Default,,,,,"1,680",,ea,,$ 0.20,$ 336.00,
,SP HY E465GOHSFBC,HYUNDAI E465GO HEAT SINK FILM BATTERY COVER,,,Default,,,,,"1,000",,ea,,$ 0.08,$ 80.00,
,SP HY E465GOHSKSH,HYUNDAI E465GO HEAT SINK SHEET,,,Default,,,,,"1,000",,ea,,$ 0.03,$ 30.00,
,SP HY E465GOMIC,HYUNDAI E465GO MIC,,,Default,,,,,"1,000",,ea,,$ 0.08,$ 80.00,
,SP HY E465GOMNPCBA,HYUNDAI E465GO MAIN PCBA,,,Default,,,,,200,,ea,,$ 20.78,"$ 4,156.00",
,SP HY E465GOPCBACF,HYUNDAI E465GO MAIN PCBA GND CONDUCTIVE FOAM,,,Default,,,,,"1,000",,ea,,$ 0.01,$ 10.00,
,SP HY E465GORCPLN,HYUNDAI E465GO REAR CAMERA PROTECT LENS,,,Default,,,,,"1,000",,ea,,$ 0.01,$ 15.00,
,SP HY E465GORCV,HYUNDAI E465GO RECEIVER,,,Default,,,,,"1,000",,ea,,$ 0.12,$ 120.00,
,SP HY E465GOSCW,HYUNDAI E465GO SCREW,,,Default,,,,,"5,000",,ea,,$ 0.05,$ 250.00,
,SP HY E465GOSKFPC,HYUNDAI E465GO SIDE KEY FPC,,,Default,,,,,600,,ea,,$ 0.20,$ 120.00,
,SP HY E465GOSPK,HYUNDAI E465GO SPEAKER,,,Default,,,,,"1,000",,ea,,$ 0.25,$ 250.00,
,SP HY E465GOSPKCF,HYUNDAI E465GO SPEAKER GND CONDUCTIVE FABRIC,,,Default,,,,,"1,000",,ea,,$ 0.05,$ 50.00,
,SP HY E465GOSTSW,HYUNDAI E465GO SELF TAPPING SCREW,,,Default,,,,,"9,000",,ea,,$ 0.05,$ 450.00,
,SP HY E465GOVIB,HYUNDAI E465GO VIBRATOR,,,Default,,,,,"1,000",,ea,,$ 0.33,$ 330.00,
,SP HY E475BAT,HYUNDAI E475 BATTERY,,,Default,,,,,585,,ea,,$ 1.67,$ 976.95,
,SP HY E485BAT,HYUNDAI E485 BATTERY,,,Default,,,,,79,,ea,,$ 2.66,$ 210.14,
,SP HY E485TP+LCD,HYUNDAI E485 TP + LCD,,,Default,,,,,99,,ea,,$ 8.96,$ 887.04,
,SP HY E500PCBA,HYUNDAI E500 PCBA,,,Default,,,,,235,,ea,,$ 23.23,"$ 5,459.05",
,SP HY E500VBGD,HYUNDAI E500 VOLUME BUTTON GOLD,,,Default,,,,,50,,ea,,$ 0.03,$ 1.50,
,SP HY E501/L501PCA,HYUNDAI E501/L501 PHONE CASE (SOFT),,,Default,,,,,"4,370",,ea,,$ 1.00,"$ 4,370.00",
,SP HY E501/L501PCB,HYUNDAI E501/L501 PHONE CASE (HARD),,,Default,,,,,"11,152",,ea,,$ 0.38,"$ 4,227.15",
,SP HY E501ANT,HYUNDAI E501 ANTENNA,,,Default,,,,,600,,ea,,$ 0.23,$ 139.20,
,SP HY E501ANTBK,HYUNDAI E501 ANTENNA ASSEMBLY BLACK,,,Default,,,,,480,,ea,,$ 0.71,$ 340.80,
,SP HY E501ANTGD,HYUNDAI E501 ANTENNA ASSEMBLY GOLD,,,Default,,,,,480,,ea,,$ 0.52,$ 249.60,
,SP HY E501ANTSL,HYUNDAI E501 ANTENNA ASSEMBLY SILVER,,,Default,,,,,240,,ea,,$ 0.71,$ 170.40,
,SP HY E501AWLB,HYUNDAI E501 ANTI WATER LABEL,,,Default,,,,,900,,ea,,$ 0.01,$ 9.30,
,SP HY E501BCBK,HYUNDAI E501 BATTERY COVER BLACK,,,Default,,,,,360,,ea,,$ 0.70,$ 253.20,
,SP HY E501BCGD,HYUNDAI E501 BATTERY COVER GOLD,,,Default,,,,,360,,ea,,$ 0.70,$ 253.20,
,SP HY E501BCSL,HYUNDAI E501 BATTERY COVER SILVER,,,Default,,,,,240,,ea,,$ 0.70,$ 167.40,
,SP HY E501CXCB,HYUNDAI E501 COAXIAL CABLE,,,Default,,,,,900,,ea,,$ 0.09,$ 84.00,
,SP HY E501FC,HYUNDAI E501 FRONT CAMERA,,,Default,,,,,890,,ea,,$ 0.79,$ 703.10,
,SP HY E501FGBRK,HYUNDAI E501 FINGERPRINT BRACKET,,,Default,,,,,900,,ea,,$ 0.06,$ 55.05,
,SP HY E501FHTPLCDBK,"HYUNDAI E501 FRONT HOUSING, TP, LCD ASSEMBLY BLACK",,,Default,,,,,140,,ea,,$ 11.59,"$ 1,622.67",
,SP HY E501FHTPLCDWH,"HYUNDAI E501 FRONT HOUSING, TP, LCD ASSEMBLY WHITE",,,Default,,,,,90,,ea,,$ 11.71,"$ 1,054.34",
,SP HY E501FPCSK,HYUNDAI E501 FPC SIDE KEY,,,Default,,,,,900,,ea,,$ 0.14,$ 129.00,
,SP HY E501HSKSH,HYUNDAI E501 HEAT SINK SHEET,,,Default,,,,,900,,ea,,$ 0.04,$ 32.40,
,SP HY E501LCDCFB,HYUNDAI E501 LCD CONDUCTIVE FABRIC,,,Default,,,,,"1,800",,ea,,$ 0.02,$ 39.00,
,SP HY E501LCDCFB(FPC),HYUNDAI E501 LCD CONDUCTIVE FABRIC (FPC),,,Default,,,,,900,,ea,,$ 0.01,$ 13.05,
,SP HY E501LCDCFM,HYUNDAI E501 LCD CONDUCTIVE FOAM,,,Default,,,,,900,,ea,,$ 0.03,$ 31.44,
,SP HY E501MIC,HYUNDAI E501 MICROPHONE,,,Default,,,,,900,,ea,,$ 0.06,$ 54.00,
,SP HY E501MNFPC,HYUNDAI E501 MAIN FPC,,,Default,,,,,600,,ea,,$ 0.40,$ 240.00,
,SP HY E501MNPCBA,HYUNDAI E501F MAIN PCBA,,,Default,,,,,300,,ea,,$ 25.50,"$ 7,650.00",
,SP HY E501PCPLN,HYUNDAI E501 PRIMARY CAMERA PROTECT LENS,,,Default,,,,,900,,ea,,$ 0.02,$ 13.98,
,SP HY E501PKBGD,HYUNDAI E501 POWER KEY BUTTON GOLD,,,Default,,,,,360,,ea,,$ 0.03,$ 11.16,
,SP HY E501PKBK,HYUNDAI E501 POWER KEY BLACK,,,Default,,,,,360,,ea,,$ 0.03,$ 11.16,
,SP HY E501PKBSL,HYUNDAI E501 POWER KEY BUTTON SILVER,,,Default,,,,,180,,ea,,$ 0.03,$ 5.58,
,SP HY E501PLSNRCV,HYUNDAI E501 P/L SENSOR RUBBER COVER,,,Default,,,,,900,,ea,,$ 0.02,$ 18.60,
,SP HY E501RCV,HYUNDAI E501 RECEIVER,,,Default,,,,,900,,ea,,$ 0.09,$ 84.00,
,SP HY E501RHSTSW,HYUNDAI E501 ROUND HEAD SELF-TAPPING SCREW,,,Default,,,,,"1,500",,ea,,$ 0.06,$ 82.50,
,SP HY E501SBPCBA,HYUNDAI E501 SUB PCBA,,,Default,,,,,450,,ea,,$ 0.49,$ 219.00,
,SP HY E501SCW(RH),HYUNDAI E501 SCREW (ROUND HEAD),,,Default,,,,,"3,000",,ea,,$ 0.01,$ 15.00,
,SP HY E501SPK,HYUNDAI E501 SPEAKER,,,Default,,,,,900,,ea,,$ 0.23,$ 204.00,
,SP HY E501SPKFM,HYUNDAI E501 SEPAKER FOAM,,,Default,,,,,900,,ea,,$ 0.02,$ 13.98,
,SP HY E501SWFH,HYUNDAI E501 SCREW FLAT HEAD,,,Default,,,,,"10,800",,ea,,$ 0.02,$ 234.00,
,SP HY E501SWLB,HYUNDAI E501 SCREW LABEL,,,Default,,,,,900,,ea,,$ 0.00,$ 2.79,
,SP HY E501VBBK,HYUNDAI E501 VOLUME BUTTON BLACK,,,Default,,,,,360,,ea,,$ 0.03,$ 11.16,
,SP HY E501VBGD,HYUNDAI E501 VOLUME BUTTON GOLD,,,Default,,,,,360,,ea,,$ 0.03,$ 11.16,
,SP HY E501VBSL,HYUNDAI E501 VOLUME BUTTON SILVER,,,Default,,,,,180,,ea,,$ 0.03,$ 5.58,
,SP HY E501VIB,HYUNDAI E501 VIBRATOR,,,Default,,,,,900,,ea,,$ 0.22,$ 195.00,
,SP HY E502AWLB,HYUNDAI E502 ANTI-WATER LABEL,,,Default,,,,,60,,ea,,$ 0.01,$ 0.66,
,SP HY E502BCBK,HYUNDAI E502 BATTERY COVER BLACK,,,Default,,,,,30,,ea,,$ 1.37,$ 41.10,
,SP HY E502BCGD,HYUNDAI E502 BATTERY COVER GOLD,,,Default,,,,,30,,ea,,$ 1.43,$ 42.90,
,SP HY E502CXCB,HYUNDAI E502 COAXIAL CABLE,,,Default,,,,,60,,ea,,$ 0.10,$ 6.24,
,SP HY E502FC,HYUNDAI E502 FRONT CAMERA,,,Default,,,,,60,,ea,,$ 2.33,$ 139.80,
,SP HY E502FGCFB,HYUNDAI E502 FINGER PRINT CONDUCTIVE FABRIC,,,Default,,,,,60,,ea,,$ 0.01,$ 0.33,
,SP HY E502FGMDBK,HYUNDAI E502 FINGERPRINT MODULE BLACK,,,Default,,,,,30,,ea,,$ 2.11,$ 63.30,
,SP HY E502FGPBRK,HYUNDAI E502 FINGER PRINT BRACKET,,,Default,,,,,60,,ea,,$ 0.06,$ 3.66,
,SP HY E502FGPCFM,HYUNDAI E502 FINGER PRINT CONDUCTIVE FOAM,,,Default,,,,,60,,ea,,$ 0.01,$ 0.33,
,SP HY E502FGPMDGD,HYUNDAI E502 FINGERPRINT MODULE GOLD,,,Default,,,,,30,,ea,,$ 2.11,$ 63.30,
,SP HY E502FLPLN,HYUNDAI E502 FLASH LIGHT PROTECT LENS,,,Default,,,,,60,,ea,,$ 0.07,$ 3.96,
,SP HY E502GSMANSKMDBK,HYUNDAI E502 GSM ANTENNA SPEAKER MODULE BLACK,,,Default,,,,,60,,ea,,$ 0.14,$ 8.64,
,SP HY E502HSKSH,HYUNDAI E502 HEAT SINK SHEET,,,Default,,,,,60,,ea,,$ 0.03,$ 1.98,
,SP HY E502LCD+TPWH,HYUNDAI E502 LCD + TP WHITE,,,Default,,,,,25,,ea,,$ 18.55,$ 463.75,
,SP HY E502MCPLN,HYUNDAI E502 MAIN CAMERA PROTECT LENS,,,Default,,,,,60,,ea,,$ 0.02,$ 1.32,
,SP HY E502MIC,HYUNDAI E502 MICROPHONE,,,Default,,,,,60,,ea,,$ 0.06,$ 3.84,
,SP HY E502MNFPC,HYUNDAI E502 MAIN FPC,,,Default,,,,,105,,ea,,$ 0.66,$ 68.99,
,SP HY E502MVCFPC,HYUNDAI E502 MIC-VIBRATOR CONNECTION FPC,,,Default,,,,,60,,ea,,$ 0.17,$ 9.96,
,SP HY E502PCBASW,HYUNDAI E502 PCBA SCREW,,,Default,,,,,120,,ea,,$ 0.00,$ 0.13,
,SP HY E502PLSNRCV,HYUNDAI E502 P/L SENSOR RUBBER COVER,,,Default,,,,,60,,ea,,$ 0.03,$ 1.62,
,SP HY E502RCV,HYUNDAI E502 RECEIVER,,,Default,,,,,60,,ea,,$ 0.11,$ 6.66,
,SP HY E502RHABK,HYUNDAI E502 REAR HOUSING ASSEMBLY BLACK,,,Default,,,,,30,,ea,,$ 0.39,$ 11.55,
,SP HY E502RHGD,HYUNDAI E502 REAR HOUSING ASSEMBLY GOLD,,,Default,,,,,30,,ea,,$ 0.39,$ 11.55,
,SP HY E502RHSW,HYUNDAI E502 ROUND HEAT SCREW,,,Default,,,,,"1,080",,ea,,$ 0.00,$ 1.19,
,SP HY E502SBPCBA,HYUNDAI E502 SUB PCBA,,,Default,,,,,250,,ea,,$ 0.92,$ 229.02,
,SP HY E502SBPCBACFB,HYUNDAI E502 SUB PCBA CONDUCTIVE FABRIC,,,Default,,,,,60,,ea,,$ 0.01,$ 0.59,
,SP HY E502SKB,HYUNDAI E502 SIDE KEY BUTTON,,,Default,,,,,60,,ea,,$ 0.09,$ 5.58,
,SP HY E502SKFPC,HYUNDAI E502 SIDE KEY FPC,,,Default,,,,,60,,ea,,$ 0.18,$ 10.62,
,SP HY E502SPK,HYUNDAI E502 SPEAKER,,,Default,,,,,60,,ea,,$ 0.58,$ 34.66,
,SP HY E502STSW,HYUNDAI E502 SELF TAPPING SCREW,,,Default,,,,,120,,ea,,$ 0.00,$ 0.13,
,SP HY E502SWLB,HYUNDAI E502 SCREW LABEL,,,Default,,,,,60,,ea,,$ 0.00,$ 0.20,
,SP HY E502VIB,HYUNDAI E502 VIBRATOR,,,Default,,,,,60,,ea,,$ 0.31,$ 18.66,
,SP HY E502WGARHABK,HYUNDAI E502 WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY BLACK,,,Default,,,,,30,,ea,,$ 0.18,$ 5.28,
,SP HY E502WGARHAGD,HYUNDAI E502 WIFI/GPS ANTENNA REAR HOUSING ASSEMBLY GOLD,,,Default,,,,,30,,ea,,$ 0.18,$ 5.28,
,SP HY E503FAWLB,HYUNDAI E503F ANTI-WATER LABEL,,,Default,,,,,250,,ea,,$ 0.05,$ 12.50,
,SP HY E503FBCGD,HYUNDAI E503F BATTERY COVER GOLD,,,Default,,,,,100,,ea,,$ 0.85,$ 85.00,
,SP HY E503FCMPLN,HYUNDAI E503F CAMERA PROTECT LENS,,,Default,,,,,250,,ea,,$ 0.25,$ 62.50,
,SP HY E503FCXCB,HYUNDAI E503F COAXIAL CABLE,,,Default,,,,,250,,ea,,$ 0.09,$ 22.50,
,SP HY E503FFC,HYUNDAI E503F FRONT CAMERA,,,Default,,,,,250,,ea,,$ 2.31,$ 577.50,
,SP HY E503FFGPBK,HYUNDAI E503F FINGER PRINT BRACKET,,,Default,,,,,250,,ea,,$ 0.04,$ 11.25,
,SP HY E503FFGPMBK,HYUNDAI E503F FINGER PRINT MODULE BLACK,,,Default,,,,,75,,ea,,$ 2.05,$ 153.75,
,SP HY E503FFGPMGD,HYUNDAI E503F FINGER PRINT MODULE GOLD,,,Default,,,,,50,,ea,,$ 2.05,$ 102.50,
,SP HY E503FFHTPLCDWH,"HYUNDAI E503F FRONT HOUSING, TP, LCD ASSEMBLY WHITE",,,Default,,,,,5,,ea,,$ 10.22,$ 51.12,
,SP HY E503FLSNFPC,HYUNDAI E503 LIGHT SENSOR FPC,,,Default,,,,,250,,ea,,$ 0.50,$ 125.00,
,SP HY E503FMIC,HYUNDAI E503F MIC,,,Default,,,,,250,,ea,,$ 0.08,$ 20.00,
,SP HY E503FPCBACFM,HYUNDAI E503F MAIN PCBA GND CONDUCTIVE FOAM,,,Default,,,,,300,,ea,,$ 0.05,$ 15.00,
,SP HY E503FPLSNRCV,HYUNDAI E503F P/L SENSOR RUBBER COVER,,,Default,,,,,250,,ea,,$ 0.09,$ 22.50,
,SP HY E503FRCV,HYUNDAI E503F RECEIVER,,,Default,,,,,250,,ea,,$ 0.15,$ 37.50,
,SP HY E503FRHGD,HYUNDAI E503F REAR HOUSING ASSEMBLY GOLD,,,Default,,,,,100,,ea,,$ 0.80,$ 80.00,
,SP HY E503FRHSTSW,HYUNDAI E503F ROUND HEAD SELF-TAPPING SCREW,,,Default,,,,,500,,ea,,$ 0.05,$ 25.00,
,SP HY E503FSBFPC,HYUNDAI E503F SIDE BUTTON FPC,,,Default,,,,,250,,ea,,$ 0.18,$ 45.00,
,SP HY E503FSBPCBA,HYUNDAI E503F SUB PCBA,,,Default,,,,,122,,ea,,$ 0.39,$ 47.58,
,SP HY E503FSCW,HYUNDAI E503F SCREW 3.0mm,,,Default,,,,,"1,250",,ea,,$ 0.05,$ 62.50,
,SP HY E503FSFPC,HYUNDAI E503F SIDE FPC,,,Default,,,,,40,,ea,,$ 0.25,$ 10.00,
,SP HY E503FSPCBACFM,HYUNDAI E503F SUB PCBA GND CONDUCTIVE FOAM,,,Default,,,,,150,,ea,,$ 0.05,$ 7.50,
,SP HY E503FSPK,HYUNDAI E503F SPEAKER,,,Default,,,,,250,,ea,,$ 0.28,$ 70.00,
,SP HY E503FSTSW,HYUNDAI E503F SELF-TAPPING SCREW,,,Default,,,,,"2,000",,ea,,$ 0.05,$ 100.00,
,SP HY E503FVIB,HYUNDAI E503F VIBRATOR,,,Default,,,,,250,,ea,,$ 0.30,$ 75.00,
,SP HY E504BAT,HYUNDAI E504 BATTERY,,,Default,,,,,2,,ea,,$ 2.25,$ 4.49,
,SP HY E504LCD,HYUNDAI E504 LCD,,,Default,,,,,400,,ea,,$ 5.92,"$ 2,367.79",
,SP HY E506BAT,HYUNDAI E506 BATTERY,,,Default,,,,,119,,ea,,$ 5.98,$ 711.62,
,SP HY E506TP+LCD,HYUNDAI E506 TP + LCD,,,Default,,,,,129,,ea,,$ 10.01,"$ 1,291.29",
,SP HY E515BAT,HYUNDAI E515 BATTERY,,,Default,,,,,57,,ea,,$ 3.42,$ 194.94,
,SP HY E515BC,HYUNDAI E515 BACK CAMERA,,,Default,,,,,100,,ea,,$ 4.02,$ 402.00,
,SP HY E515FC,HYUNDAI E515 FRONT CAMERA,,,Default,,,,,100,,ea,,$ 1.65,$ 165.00,
,SP HY E515LCD,HYUNDAI E515 LCD,,,Default,,,,,51,,ea,,$ 15.02,$ 766.02,
,SP HY E515MB,HYUNDAI E515 MAIN BOARD,,,Default,,,,,70,,ea,,$ 35.97,"$ 2,517.90",
,SP HY E515RCV,HYUNDAI E515 RECEIVER,,,Default,,,,,100,,ea,,$ 0.50,$ 50.00,
,SP HY E515SPK,HYUNDAI E515 SPEAKER,,,Default,,,,,89,,ea,,$ 0.55,$ 48.95,
,SP HY E515TP,HYUNDAI E515 TP,,,Default,,,,,42,,ea,,$ 6.93,$ 291.06,
,SP HY E535BAT,HYUNDAI E535 BATTERY,,,Default,,,,,1,,ea,,$ 2.71,$ 2.71,
,SP HY E535BC,HYUNDAI E535 BACK CAMERA,,,Default,,,,,65,,ea,,$ 4.45,$ 289.25,
,SP HY E535FC,HYUNDAI E535 FRONT CAMERA,,,Default,,,,,80,,ea,,$ 1.13,$ 90.40,
,SP HY E535KB,HYUNDAI E535 SIDE KEY BUTTON,,,Default,,,,,100,,ea,,$ 0.25,$ 25.00,
,SP HY E535MT,HYUNDAI E535 MOTOR,,,Default,,,,,80,,ea,,$ 0.30,$ 24.00,
,SP HY E545BAT,HYUNDAI E545 BATTERY,,,Default,,,,,6,,ea,,$ 2.80,$ 16.80,
,SP HY E545RECM,HYUNDAI E545 RECEIVER MESH,,,Default,,,,,30,,ea,,$ 0.12,$ 3.60,
,SP HY E551AWLB,HYUNDAI E551 ANTI-WATER LABEL,,,Default,,,,,60,,ea,,$ 0.01,$ 0.66,
,SP HY E551BCBK,HYUNDAI E551 BATTERY COVER BLACK,,,Default,,,,,30,,ea,,$ 1.55,$ 46.50,
,SP HY E551BCGD,HYUNDAI E551 BATTERY COVER GOLD,,,Default,,,,,30,,ea,,$ 1.55,$ 46.50,
